year,agency_key,agency_type,cesa,county,conferencekey,district_number,school_number,school_type,charter,district_name,school_name,total_enrollment_prek-12,econ_disadv_count,econ_disadv_percent,not_econd_disadv_count,not_econ_disadv_percent
2010,12401,3,9,34,124,140,,Summary,N,Antigo Unified,,2510,1291,51.43426294,1219,48.56573705
2010,12337,3,10,10,125,7,,Summary,N,Abbotsford,,690,385,55.79710144,305,44.20289855
2010,9302,3,5,1,39,14,,Summary,N,Adams-Friendship Area,,1810,1139,62.92817679,671,37.0718232
2010,5927,3,2,23,38,63,,Summary,N,Albany,,369,87,23.57723577,282,76.42276422
2010,11290,3,7,31,33,70,,Summary,N,Algoma,,607,229,37.72652388,378,62.27347611
2010,14408,3,4,6,11,84,,Summary,N,Alma,,299,110,36.78929765,189,63.21070234
2010,14429,3,4,27,11,91,,Summary,N,Alma Center,,612,333,54.4117647,279,45.58823529
2010,17317,3,5,49,155,105,,Summary,N,Almond-Bancroft,,467,243,52.03426124,224,47.96573875
2010,15361,3,10,18,121,112,,Summary,N,Altoona,,1504,567,37.69946808,937,62.30053191
2010,9984,3,11,48,26,119,,Summary,N,Amery,,1713,679,39.63806187,1034,60.36193812
2010,17423,3,6,44,16,147,,Summary,N,Appleton Area,,15078,5441,36.08568775,9637,63.91431224
2010,14435,3,4,61,10,154,,Summary,N,Arcadia,,1048,393,37.5,655,62.5
2010,5957,3,3,33,38,161,,Summary,N,Argyle,,340,90,26.47058823,250,73.52941176
2010,1323,3,1,67,8,2450,,Summary,N,Arrowhead UHS,,2246,59,2.62689225,2187,97.37310774
2010,16217,3,12,2,29,170,,Summary,N,Ashland,,2198,1243,56.55141037,955,43.44858962
2010,12000,3,7,5,54,182,,Summary,N,Ashwaubenon,,3178,768,24.16614222,2410,75.83385777
2010,12450,3,9,37,125,196,,Summary,N,Athens,,511,125,24.46183953,386,75.53816046
2010,12472,3,5,71,126,203,,Summary,N,Auburndale,,899,295,32.81423804,604,67.18576195
2010,15393,3,10,18,120,217,,Summary,N,Augusta,,666,360,54.05405405,306,45.94594594
2010,10012,3,11,55,26,231,,Summary,N,Baldwin-Woodville Area,,1544,412,26.68393782,1132,73.31606217
2010,14462,3,4,32,37,245,,Summary,N,Bangor,,629,168,26.709062,461,73.29093799
2010,9326,3,5,56,114,280,,Summary,N,Baraboo,,3107,1197,38.52590923,1910,61.47409076
2010,5979,3,3,25,38,287,,Summary,N,Barneveld,,469,85,18.12366737,384,81.87633262
2010,16384,3,11,3,18,308,,Summary,N,Barron Area,,1307,685,52.41009946,622,47.58990053
2010,16453,3,12,4,20,315,,Summary,N,Bayfield,,396,296,74.74747474,100,25.25252525
2010,9391,3,6,14,45,336,,Summary,N,Beaver Dam Unified,,3609,1513,41.92297035,2096,58.07702964
2010,11045,3,8,38,31,4263,,Summary,N,Beecher-Dunbar-Pembine,,245,158,64.48979591,87,35.51020408
2010,6000,3,2,13,117,350,,Summary,N,Belleville,,956,167,17.46861924,789,82.53138075
2010,6019,3,3,33,38,364,,Summary,N,Belmont Community,,336,82,24.4047619,254,75.59523809
2010,6066,3,2,53,3,413,,Summary,N,Beloit,,7146,4916,68.79373075,2230,31.20626924
2010,6067,3,2,53,159,422,,Summary,N,Beloit Turner,,1384,429,30.99710982,955,69.00289017
2010,8734,3,3,33,38,427,,Summary,N,Benton,,236,81,34.32203389,155,65.6779661
2010,17531,3,6,24,53,434,,Summary,N,Berlin Area,,1660,643,38.73493975,1017,61.26506024
2010,3826,3,2,64,159,6013,,Summary,N,Big Foot UHS,,537,146,27.18808193,391,72.81191806
2010,16473,3,11,65,21,441,,Summary,N,Birchwood,,299,176,58.86287625,123,41.13712374
2010,7436,3,3,33,38,2240,,Summary,N,Black Hawk,,421,170,40.3800475,251,59.61995249
2010,14480,3,4,27,10,476,,Summary,N,Black River Falls,,1843,797,43.24470971,1046,56.75529028
2010,14509,3,4,61,11,485,,Summary,N,Blair-Taylor,,650,199,30.61538461,451,69.38461538
2010,15412,3,10,9,18,497,,Summary,N,Bloomer,,1137,435,38.25857519,702,61.7414248
2010,10429,3,8,58,156,602,,Summary,N,Bonduel,,837,324,38.70967741,513,61.29032258
2010,8772,3,3,22,131,609,,Summary,N,Boscobel Area,,912,488,53.50877192,424,46.49122807
2010,12495,3,8,58,155,623,,Summary,N,Bowler,,419,223,53.22195704,196,46.77804295
2010,15436,3,11,17,122,637,,Summary,N,Boyceville Community,,787,393,49.93646759,394,50.0635324
2010,3057,3,2,30,41,657,,Summary,N,Brighton #1,,192,41,21.35416666,151,78.64583333
2010,10445,3,7,8,32,658,,Summary,N,Brillion,,932,207,22.21030042,725,77.78969957
2010,2572,3,2,30,41,665,,Summary,N,Bristol #1,,664,150,22.59036144,514,77.40963855
2010,6201,3,2,23,159,700,,Summary,N,Brodhead,,1159,369,31.83779119,790,68.1622088
2010,5422,3,1,40,47,721,,Summary,N,Brown Deer,,1764,558,31.63265306,1206,68.36734693
2010,16484,3,10,54,21,735,,Summary,N,Bruce,,525,324,61.71428571,201,38.28571428
2010,2602,3,2,51,41,777,,Summary,N,Burlington Area,,3565,1017,28.52734922,2548,71.47265077
2010,13669,3,12,2,20,840,,Summary,N,Butternut,,209,125,59.80861244,84,40.19138755
2010,15462,3,10,9,121,870,,Summary,N,Cadott Community,,888,402,45.27027027,486,54.72972972
2010,9458,3,5,11,43,882,,Summary,N,Cambria-Friesland,,450,192,42.66666666,258,57.33333333
2010,6236,3,2,13,117,896,,Summary,N,Cambridge,,884,144,16.28959276,740,83.71040723
2010,16508,3,11,3,21,903,,Summary,N,Cameron,,1038,403,38.82466281,635,61.17533718
2010,907,3,6,20,14,910,,Summary,N,Campbellsport,,1472,309,20.99184782,1163,79.00815217
2010,14532,3,4,41,37,980,,Summary,N,Cashton,,569,228,40.07029876,341,59.92970123
2010,8801,3,3,22,38,994,,Summary,N,Cassville,,238,83,34.87394957,155,65.12605042
2010,985,3,7,59,6,1029,,Summary,N,Cedar Grove-Belgium Area,,1145,187,16.33187772,958,83.66812227
2010,937,3,1,45,30,1015,,Summary,N,Cedarburg,,3107,230,7.4026392,2877,92.59736079
2010,3618,3,2,30,41,5054,,Summary,N,Central/Westosha UHS,,1201,213,17.73522064,988,82.26477935
