year,agency_key,agency_type,cesa,county,conferencekey,district_number,school_number,school_type,charter,district_name,school_name,total_enrollment_prek-12,econ_disadv_count,econ_disadv_percent,not_econd_disadv_count,not_econ_disadv_percent
2001,43276,3,9,34,124,140,,Summary,N,Antigo Unified,,3029,1068,35.25916143,1961,64.74083856
2001,43274,3,10,10,125,7,,Summary,N,Abbotsford,,651,179,27.49615975,472,72.50384024
2001,43024,3,5,1,39,14,,Summary,N,Adams-Friendship Area,,2055,1095,53.28467153,960,46.71532846
2001,43183,3,2,23,38,63,,Summary,N,Albany,,460,46,10,414,90
2001,43264,3,7,31,33,70,,Summary,N,Algoma,,706,118,16.71388101,588,83.28611898
2001,43081,3,4,6,11,84,,Summary,N,Alma,,409,80,19.5599022,329,80.44009779
2001,43082,3,4,27,11,91,,Summary,N,Alma Center,,622,198,31.83279742,424,68.16720257
2001,43119,3,5,49,155,105,,Summary,N,Almond-Bancroft,,529,138,26.08695652,391,73.91304347
2001,43326,3,10,18,121,112,,Summary,N,Altoona,,1416,380,26.83615819,1036,73.1638418
2001,43035,3,11,48,26,119,,Summary,N,Amery,,1944,480,24.69135802,1464,75.30864197
2001,43361,3,6,44,16,147,,Summary,N,Appleton Area,,14793,1698,11.47840194,13095,88.52159805
2001,43313,3,4,61,10,154,,Summary,N,Arcadia,,881,137,15.55051078,744,84.44948921
2001,42993,3,3,33,38,161,,Summary,N,Argyle,,373,56,15.01340482,317,84.98659517
2001,43136,3,1,67,8,2450,,Summary,N,Arrowhead UHS,,1943,100,5.14668039,1843,94.8533196
2001,43105,3,12,2,29,170,,Summary,N,Ashland,,2243,984,43.8698172,1259,56.13018279
2001,43271,3,7,5,54,182,,Summary,N,Ashwaubenon,,3200,263,8.21875,2937,91.78125
2001,43062,3,9,37,125,196,,Summary,N,Athens,,564,154,27.30496453,410,72.69503546
2001,43063,3,5,71,126,203,,Summary,N,Auburndale,,929,230,24.75780409,699,75.2421959
2001,43327,3,10,18,120,217,,Summary,N,Augusta,,691,259,37.48191027,432,62.51808972
2001,43036,3,11,55,26,231,,Summary,N,Baldwin-Woodville Area,,1359,155,11.40544518,1204,88.59455481
2001,43314,3,4,32,37,245,,Summary,N,Bangor,,676,151,22.3372781,525,77.66272189
2001,43221,3,5,56,114,280,,Summary,N,Baraboo,,3087,538,17.42792355,2549,82.57207644
2001,42996,3,3,25,38,287,,Summary,N,Barneveld,,438,48,10.9589041,390,89.04109589
2001,43107,3,11,3,18,308,,Summary,N,Barron Area,,1546,526,34.02328589,1020,65.9767141
2001,43108,3,12,4,20,315,,Summary,N,Bayfield,,536,299,55.78358208,237,44.21641791
2001,43222,3,6,14,45,336,,Summary,N,Beaver Dam Unified,,3432,598,17.42424242,2834,82.57575757
2001,43260,3,8,38,31,4263,,Summary,N,Beecher-Dunbar-Pembine,,330,129,39.09090909,201,60.9090909
2001,42997,3,2,13,117,350,,Summary,N,Belleville,,888,63,7.09459459,825,92.9054054
2001,42998,3,3,33,38,364,,Summary,N,Belmont Community,,395,72,18.2278481,323,81.77215189
2001,43184,3,2,53,3,413,,Summary,N,Beloit,,6880,3420,49.70930232,3460,50.29069767
2001,43185,3,2,53,159,422,,Summary,N,Beloit Turner,,1130,111,9.82300884,1019,90.17699115
2001,43015,3,3,33,38,427,,Summary,N,Benton,,299,65,21.73913043,234,78.26086956
2001,43120,3,6,24,53,434,,Summary,N,Berlin Area,,1790,356,19.88826815,1434,80.11173184
2001,43172,3,2,64,159,6013,,Summary,N,Big Foot UHS,,524,0,0,524,100
2001,43109,3,11,65,21,441,,Summary,N,Birchwood,,331,101,30.51359516,230,69.48640483
2001,43011,3,3,33,38,2240,,Summary,N,Black Hawk,,609,139,22.82430213,470,77.17569786
2001,43315,3,4,27,10,476,,Summary,N,Black River Falls,,2003,660,32.95057413,1343,67.04942586
2001,43316,3,4,61,11,485,,Summary,N,Blair-Taylor,,734,236,32.15258855,498,67.84741144
