year,agency_key,agency_type,cesa,county,conferencekey,district_number,school_number,school_type,charter,district_name,school_name,total_enrollment_prek-12,econ_disadv_count,econ_disadv_percent,not_econd_disadv_count,not_econ_disadv_percent
2009,12401,3,9,34,124,140,,Summary,N,Antigo Unified,,2543,1147,45.10420762,1396,54.89579237
2009,12337,3,10,10,125,7,,Summary,N,Abbotsford,,676,359,53.10650887,317,46.89349112
2009,9302,3,5,1,39,14,,Summary,N,Adams-Friendship Area,,1833,965,52.64593562,868,47.35406437
2009,5927,3,2,23,38,63,,Summary,N,Albany,,411,23,5.59610705,388,94.40389294
2009,11290,3,7,31,33,70,,Summary,N,Algoma,,608,198,32.56578947,410,67.43421052
2009,14408,3,4,6,11,84,,Summary,N,Alma,,289,79,27.33564013,210,72.66435986
2009,14429,3,4,27,11,91,,Summary,N,Alma Center,,618,328,53.07443365,290,46.92556634
2009,17317,3,5,49,155,105,,Summary,N,Almond-Bancroft,,480,236,49.16666666,244,50.83333333
2009,15361,3,10,18,121,112,,Summary,N,Altoona,,1502,561,37.35019973,941,62.64980026
2009,9984,3,11,48,26,119,,Summary,N,Amery,,1736,372,21.42857142,1364,78.57142857
2009,17423,3,6,44,16,147,,Summary,N,Appleton Area,,15233,5302,34.80601326,9931,65.19398673
2009,14435,3,4,61,10,154,,Summary,N,Arcadia,,1034,358,34.62282398,676,65.37717601
2009,5957,3,3,33,38,161,,Summary,N,Argyle,,337,79,23.44213649,258,76.5578635
2009,1323,3,1,67,8,2450,,Summary,N,Arrowhead UHS,,2234,31,1.38764547,2203,98.61235452
2009,16217,3,12,2,29,170,,Summary,N,Ashland,,2233,1198,53.64979847,1035,46.35020152
2009,12000,3,7,5,54,182,,Summary,N,Ashwaubenon,,3134,635,20.26164645,2499,79.73835354
2009,12450,3,9,37,125,196,,Summary,N,Athens,,516,132,25.58139534,384,74.41860465
2009,12472,3,5,71,126,203,,Summary,N,Auburndale,,909,227,24.97249724,682,75.02750275
2009,15393,3,10,18,120,217,,Summary,N,Augusta,,646,318,49.22600619,328,50.7739938
2009,10012,3,11,55,26,231,,Summary,N,Baldwin-Woodville Area,,1554,361,23.23037323,1193,76.76962676
2009,14462,3,4,32,37,245,,Summary,N,Bangor,,641,149,23.24492979,492,76.7550702
2009,9326,3,5,56,114,280,,Summary,N,Baraboo,,2981,982,32.94196578,1999,67.05803421
2009,5979,3,3,25,38,287,,Summary,N,Barneveld,,461,68,14.75054229,393,85.2494577
2009,16384,3,11,3,18,308,,Summary,N,Barron Area,,1334,599,44.90254872,735,55.09745127
2009,16453,3,12,4,20,315,,Summary,N,Bayfield,,393,281,71.50127226,112,28.49872773
2009,9391,3,6,14,45,336,,Summary,N,Beaver Dam Unified,,3574,1303,36.45775041,2271,63.54224958
2009,11045,3,8,38,31,4263,,Summary,N,Beecher-Dunbar-Pembine,,259,151,58.3011583,108,41.69884169
2009,6000,3,2,13,117,350,,Summary,N,Belleville,,953,136,14.27072402,817,85.72927597
2009,6019,3,3,33,38,364,,Summary,N,Belmont Community,,335,76,22.68656716,259,77.31343283
2009,6066,3,2,53,3,413,,Summary,N,Beloit,,7130,4472,62.72089761,2658,37.27910238
2009,6067,3,2,53,159,422,,Summary,N,Beloit Turner,,1357,309,22.77081798,1048,77.22918201
2009,8734,3,3,33,38,427,,Summary,N,Benton,,252,83,32.93650793,169,67.06349206
2009,17531,3,6,24,53,434,,Summary,N,Berlin Area,,1629,507,31.12338858,1122,68.87661141
2009,3826,3,2,64,159,6013,,Summary,N,Big Foot UHS,,572,125,21.85314685,447,78.14685314
2009,16473,3,11,65,21,441,,Summary,N,Birchwood,,326,170,52.14723926,156,47.85276073
2009,7436,3,3,33,38,2240,,Summary,N,Black Hawk,,428,136,31.77570093,292,68.22429906
2009,14480,3,4,27,10,476,,Summary,N,Black River Falls,,1898,785,41.3593256,1113,58.64067439
2009,14509,3,4,61,11,485,,Summary,N,Blair-Taylor,,656,258,39.32926829,398,60.6707317
2009,15412,3,10,9,18,497,,Summary,N,Bloomer,,1117,305,27.305282,812,72.69471799
2009,10429,3,8,58,156,602,,Summary,N,Bonduel,,862,273,31.67053364,589,68.32946635
2009,8772,3,3,22,131,609,,Summary,N,Boscobel Area,,900,443,49.22222222,457,50.77777777
2009,12495,3,8,58,155,623,,Summary,N,Bowler,,417,215,51.55875299,202,48.441247
2009,15436,3,11,17,122,637,,Summary,N,Boyceville Community,,789,354,44.86692015,435,55.13307984
