year,agency_key,agency_type,cesa,county,conferencekey,district_number,school_number,school_type,charter,district_name,school_name,total_enrollment_prek-12,econ_disadv_count,econ_disadv_percent,not_econd_disadv_count,not_econ_disadv_percent
2004,66723,3,9,34,124,140,,Summary,N,Antigo Unified,,2855,1141,39.96497373,1714,60.03502626
2004,66747,3,10,10,125,7,,Summary,N,Abbotsford,,616,265,43.01948051,351,56.98051948
2004,67348,3,5,1,39,14,,Summary,N,Adams-Friendship Area,,2056,1155,56.1770428,901,43.82295719
2004,67815,3,2,23,38,63,,Summary,N,Albany,,440,68,15.45454545,372,84.54545454
2004,66965,3,7,31,33,70,,Summary,N,Algoma,,607,105,17.2981878,502,82.70181219
2004,66382,3,4,6,11,84,,Summary,N,Alma,,368,86,23.36956521,282,76.63043478
2004,66385,3,4,27,11,91,,Summary,N,Alma Center,,627,236,37.63955342,391,62.36044657
2004,65873,3,5,49,155,105,,Summary,N,Almond-Bancroft,,528,192,36.36363636,336,63.63636363
2004,66213,3,10,18,121,112,,Summary,N,Altoona,,1418,442,31.1706629,976,68.82933709
2004,67211,3,11,48,26,119,,Summary,N,Amery,,1856,523,28.17887931,1333,71.82112068
2004,65860,3,6,44,16,147,,Summary,N,Appleton Area,,15275,3410,22.32405891,11865,77.67594108
2004,66389,3,4,61,10,154,,Summary,N,Arcadia,,909,264,29.04290429,645,70.9570957
2004,67818,3,3,33,38,161,,Summary,N,Argyle,,340,76,22.35294117,264,77.64705882
2004,68809,3,1,67,8,2450,,Summary,N,Arrowhead UHS,,2281,0,0,2281,100
2004,66047,3,12,2,29,170,,Summary,N,Ashland,,2286,1017,44.48818897,1269,55.51181102
2004,66800,3,7,5,54,182,,Summary,N,Ashwaubenon,,3122,467,14.95836002,2655,85.04163997
2004,66712,3,9,37,125,196,,Summary,N,Athens,,547,121,22.12065813,426,77.87934186
2004,66716,3,5,71,126,203,,Summary,N,Auburndale,,882,211,23.92290249,671,76.0770975
2004,66198,3,10,18,120,217,,Summary,N,Augusta,,612,322,52.61437908,290,47.38562091
2004,67215,3,11,55,26,231,,Summary,N,Baldwin-Woodville Area,,1385,226,16.31768953,1159,83.68231046
2004,66376,3,4,32,37,245,,Summary,N,Bangor,,621,163,26.24798711,458,73.75201288
2004,67339,3,5,56,114,280,,Summary,N,Baraboo,,3013,588,19.51543312,2425,80.48456687
2004,67804,3,3,25,38,287,,Summary,N,Barneveld,,427,27,6.32318501,400,93.67681498
2004,66041,3,11,3,18,308,,Summary,N,Barron Area,,1419,506,35.65891472,913,64.34108527
2004,66027,3,12,4,20,315,,Summary,N,Bayfield,,494,283,57.28744939,211,42.7125506
2004,67332,3,6,14,45,336,,Summary,N,Beaver Dam Unified,,3443,850,24.68777229,2593,75.3122277
2004,67012,3,8,38,31,4263,,Summary,N,Beecher-Dunbar-Pembine,,275,113,41.09090909,162,58.9090909
2004,67808,3,2,13,117,350,,Summary,N,Belleville,,896,92,10.26785714,804,89.73214285
2004,67792,3,3,33,38,364,,Summary,N,Belmont Community,,351,58,16.52421652,293,83.47578347
2004,67778,3,2,53,3,413,,Summary,N,Beloit,,6941,3432,49.44532488,3509,50.55467511
2004,67779,3,2,53,159,422,,Summary,N,Beloit Turner,,1193,116,9.72338642,1077,90.27661357
2004,67416,3,3,33,38,427,,Summary,N,Benton,,291,91,31.27147766,200,68.72852233
2004,65839,3,6,24,53,434,,Summary,N,Berlin Area,,1737,440,25.33103051,1297,74.66896948
2004,68272,3,2,64,159,6013,,Summary,N,Big Foot UHS,,572,79,13.81118881,493,86.18881118
2004,66030,3,11,65,21,441,,Summary,N,Birchwood,,325,137,42.15384615,188,57.84615384
2004,67550,3,3,33,38,2240,,Summary,N,Black Hawk,,543,132,24.30939226,411,75.69060773
2004,66363,3,4,27,10,476,,Summary,N,Black River Falls,,1918,619,32.27320125,1299,67.72679874
2004,66367,3,4,61,11,485,,Summary,N,Blair-Taylor,,708,242,34.18079096,466,65.81920903
2004,66203,3,10,9,18,497,,Summary,N,Bloomer,,1045,250,23.92344497,795,76.07655502
2004,67121,3,8,58,156,602,,Summary,N,Bonduel,,860,244,28.37209302,616,71.62790697
2004,67422,3,3,22,131,609,,Summary,N,Boscobel Area,,951,365,38.38065194,586,61.61934805
2004,66720,3,8,58,155,623,,Summary,N,Bowler,,488,247,50.61475409,241,49.3852459
2004,66206,3,11,17,122,637,,Summary,N,Boyceville Community,,907,305,33.62734288,602,66.37265711
2004,68428,3,2,30,41,657,,Summary,N,Brighton #1,,187,20,10.69518716,167,89.30481283
2004,67127,3,7,8,32,658,,Summary,N,Brillion,,866,115,13.27944572,751,86.72055427
2004,68523,3,2,30,41,665,,Summary,N,Bristol #1,,559,47,8.40787119,512,91.5921288
2004,67767,3,2,23,159,700,,Summary,N,Brodhead,,1230,206,16.74796747,1024,83.25203252
2004,67914,3,1,40,47,721,,Summary,N,Brown Deer,,1861,293,15.74422353,1568,84.25577646
2004,66033,3,10,54,21,735,,Summary,N,Bruce,,626,315,50.31948881,311,49.68051118
2004,68514,3,2,51,41,777,,Summary,N,Burlington Area,,3650,546,14.9589041,3104,85.04109589
2004,66491,3,12,2,20,840,,Summary,N,Butternut,,187,88,47.05882352,99,52.94117647
2004,66194,3,10,9,121,870,,Summary,N,Cadott Community,,886,260,29.34537246,626,70.65462753
2004,67318,3,5,11,43,882,,Summary,N,Cambria-Friesland,,486,94,19.34156378,392,80.65843621
2004,67752,3,2,13,117,896,,Summary,N,Cambridge,,976,85,8.70901639,891,91.2909836
2004,66019,3,11,3,21,903,,Summary,N,Cameron,,863,242,28.04171494,621,71.95828505
2004,68896,3,6,20,14,910,,Summary,N,Campbellsport,,1534,163,10.62581486,1371,89.37418513
2004,66354,3,4,41,37,980,,Summary,N,Cashton,,537,212,39.47858472,325,60.52141527
2004,67405,3,3,22,38,994,,Summary,N,Cassville,,326,70,21.47239263,256,78.52760736
2004,68870,3,7,59,6,1029,,Summary,N,Cedar Grove-Belgium Area,,1014,86,8.48126232,928,91.51873767
2004,68887,3,1,45,30,1015,,Summary,N,Cedarburg,,3119,85,2.72523244,3034,97.27476755
2004,68307,3,2,30,41,5054,,Summary,N,Central/Westosha UHS,,1207,86,7.12510356,1121,92.87489643
